,equity_idx,bond_yield,oil_price,vix
2025-05-29 23:31:55.519060,100.95861479910056,0.020315361969310674,70.00207997043964,15.084994722960811
2025-05-30 23:31:55.519060,98.68875694507439,0.019697304020035885,69.99530269554546,16.80383051058975
2025-06-02 23:31:55.519060,100.78936306768726,0.019377953271412104,69.99378719802992,18.67896843874302
2025-06-03 23:31:55.519060,101.59420139432396,0.019614864438719893,69.99386513886472,19.95511569102433
2025-06-04 23:31:55.519060,102.21713128826921,0.018961660408893737,69.99188387450656,21.756145235112754
2025-06-05 23:31:55.519060,102.68659824800679,0.01888419006466609,69.9915109458977,22.110234334341204
2025-06-06 23:31:55.519060,103.2803671705116,0.018909149061408823,69.98717423616844,22.75832971300196
2025-06-09 23:31:55.519060,103.13467522371073,0.018894154718748987,69.97330217751065,23.376323535042825
2025-06-10 23:31:55.519060,104.04626632126686,0.01823537133070943,69.96340863760645,25.093289235714632
2025-06-11 23:31:55.519060,104.40399618579978,0.01762108632627066,69.96810574751154,25.403855683061757
2025-06-12 23:31:55.519060,106.35900284645578,0.01760953018591396,69.99119613041188,26.116505624819553
2025-06-13 23:31:55.519060,104.78098639693162,0.017575644099917954,69.96684984268798,26.59890388765728
2025-06-16 23:31:55.519060,104.42857165287143,0.017104654787412053,69.98143428433396,27.086926147462393
2025-06-17 23:31:55.519060,104.12949195444783,0.017545554991742547,69.98974504574956,27.233039889454023
2025-06-18 23:31:55.519060,103.95913032344215,0.018095678782409412,69.99553785324436,29.203693921809332
2025-06-19 23:31:55.519060,103.16323830696552,0.018048541411734363,70.00399844151053,30.21919006266092
2025-06-20 23:31:55.519060,103.79326049924717,0.018355455924342786,69.984215071018,30.931285048888142
2025-06-23 23:31:55.519060,104.18480724288233,0.01886455244994537,69.9800740389738,34.03342176434737
2025-06-24 23:31:55.519060,104.5554793991457,0.01976477440908644,69.98018528215641,34.905506646834105
2025-06-25 23:31:55.519060,103.61673536237855,0.01957512067019658,69.99958465696074,35.944426034732984
2025-06-26 23:31:55.519060,103.05952789713328,0.01914628241774925,70.01405492243984,36.389796430857615
2025-06-27 23:31:55.519060,103.02566169995471,0.018498298156378695,70.01086108380458,38.30998386962432
2025-06-30 23:31:55.519060,104.14472095041391,0.018780111067192233,70.00868926452989,38.62293381883463
2025-07-01 23:31:55.519060,103.78455919778315,0.01780123246325635,70.00658690802148,40.27555067095196
2025-07-02 23:31:55.519060,104.03714100302489,0.018898476546499655,70.00797943385669,41.99794462695971
2025-07-03 23:31:55.519060,104.61915556332224,0.018159104459781025,70.00060630071202,42.509484610377825
2025-07-04 23:31:55.519060,106.18279499159344,0.01848964582434973,70.0018292472877,43.30788731091484
2025-07-07 23:31:55.519060,106.4853215126158,0.017987779817856132,69.99358647049564,44.44210789462315
2025-07-08 23:31:55.519060,106.05625042481117,0.018261273364009692,70.00930173940284,45.37673556380498
2025-07-09 23:31:55.519060,103.55587399060298,0.01753990777906385,70.02228021120368,47.66809470583233
